0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0,330522000.0
452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0,452000000000.0
3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0,3911248000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0,14385344000.0
1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0,1499630000.0
957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0,957422000.0
1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0,1427025000.0
64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0,64998000.0
442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0,442759000.0
252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0,252000000000.0
7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0,7742607000.0
2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0,2377695000.0
2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0,2593949000.0
1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0,1110583000.0
6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0,6467040000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0,78557000.0
1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0,1042307000.0
145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0,145358000.0
3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0,3983644000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0,11380745000.0
1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0,1580213000.0
