seriesCode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
gci43_Csecondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,31752000.0,125090000,125090000,125090000,125090000,125090000,125090000,125090000,125090000,125090000,125090000,125090000,125090000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci43_Chigher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,1489466000.0,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,7245160000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,4944825000,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0,5147936000.0
gci44_Rndprivate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci44_Rndpublic,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,51201765000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,39900798000.0,995096000,995096000,995096000,995096000,995096000,995096000,995096000,995096000,995096000,995096000,995096000,995096000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,272184000,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0,166464000.0
gci44_RndAcademic,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,1263734000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,4791300000.0,906098000,906098000,906098000,906098000,906098000,906098000,906098000,906098000,906098000,906098000,906098000,906098000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,655762000,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0,2769742000.0
gci44_Evalscheme,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,968248000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,3205273000.0,244592000,244592000,244592000,244592000,244592000,244592000,244592000,244592000,244592000,244592000,244592000,244592000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,1320426000,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0,480740000.0
gci45_Dindustry,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,110700000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,75984000.0,173733000,173733000,173733000,173733000,173733000,173733000,173733000,173733000,173733000,173733000,173733000,173733000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,570714000,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0,110117000.0
gci45_Dassociation,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,15150000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,178780000.0,15820000,15820000,15820000,15820000,15820000,15820000,15820000,15820000,15820000,15820000,15820000,15820000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,172368000,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0,332000000.0
gci46_Icapacitydev,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,214141000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,128921000.0,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,2359546000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,3487738000,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0,1324891000.0
gci46_Iindustry,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,443455000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,537655000.0,631282000,631282000,631282000,631282000,631282000,631282000,631282000,631282000,631282000,631282000,631282000,631282000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,1170817000,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0,608577000.0
gci46_Irnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,233170000.0,261143000,261143000,261143000,261143000,261143000,261143000,261143000,261143000,261143000,261143000,261143000,261143000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,9903871000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci51_Bcountry,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,292917000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,141644000.0,942453000,942453000,942453000,942453000,942453000,942453000,942453000,942453000,942453000,942453000,942453000,942453000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,1591051000,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0,528953000.0
gci51_Bregintl,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,81871000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,2250000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci52_Minfosharing,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,94800000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,127990000.0,976951000,976951000,976951000,976951000,976951000,976951000,976951000,976951000,976951000,976951000,976951000,976951000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,799321000,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0,339039000.0
gci52_Mcapacitydev,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,9716000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,307637000,307637000,307637000,307637000,307637000,307637000,307637000,307637000,307637000,307637000,307637000,307637000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci53_Mlat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gci54_PPPdomestic,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,1577239000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,841328000.0,686554000,686554000,686554000,686554000,686554000,686554000,686554000,686554000,686554000,686554000,686554000,686554000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,812315000,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0,460843000.0
gci54_PPPforeign,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,263520000,263520000,263520000,263520000,263520000,263520000,263520000,263520000,263520000,263520000,263520000,263520000,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0,117094000.0
gci55_Coordination,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1303857000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1668853000.0,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,1100962000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,2285077000,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0,424347000.0
