IF baseline,IF optimized,delta_IF
0.999999999999489,0.9999999999984374,-1.0516032489249483e-12
0.927324359181269,0.9283182678235008,0.000993908642231811
0.9982359723493812,0.9983022898508115,6.63175014302686e-05
0.9477918180887633,0.9532829926968921,0.005491174608128757
0.9932512298680243,0.9870795121348287,-0.006171717733195581
0.9999939968692777,0.998040377862952,-0.0019536190063257353
0.9997014899035439,0.9999228334276137,0.00022134352406977253
0.9999810780241165,0.9974242046222076,-0.00255687340190891
0.9943068672594658,0.996336179342467,0.002029312083001167
0.563746554181362,0.6021696142071666,0.038423060025804645
0.8723195167053645,0.870129991425925,-0.002189525279439497
0.7387697518947185,0.7427284358257854,0.003958683931066909
0.9999999740021813,0.9999999664073123,-7.5948690669847e-09
0.9999999048150991,0.9999998854126214,-1.940247773557502e-08
0.9999999999102062,0.9999999999102062,0.0
0.9999999556512316,0.9999999540505914,-1.60064017595829e-09
0.999999994497429,0.9999999632564073,-3.1241021769545796e-08
0.9999999924967624,0.99999998809327,-4.403492459559288e-09
0.8677883280797909,0.8670511273080383,-0.0007372007717525442
0.9572998206828849,0.9585169512932511,0.0012171306103662127
0.5185190956482648,1.0,0.4814809043517352
0.9879626883488819,0.9925947598567467,0.004632071507864821
0.9994340942158633,0.9977130121157097,-0.001721082100153537
0.8436787686268716,0.9049579868429874,0.061279218216115816
0.9888892797985566,0.9894142884589584,0.0005250086604018378
0.9016243803415976,0.8998498780325144,-0.0017745023090832701
0.9600872866322835,0.9708636133925438,0.010776326760260302
0.73831295236889,0.9900503315600138,0.2517373791911237
0.9233607571201954,0.9327566789633868,0.00939592184319138
0.7288251648792916,0.7213325408848038,-0.0074926239944878015
0.7295860336551767,0.7172449300910566,-0.012341103564120104
0.9997569201466657,0.9997569201466657,0.0
0.9999999940821741,0.9999999940274042,-5.476985531771561e-11
0.9999999999883271,0.9999999999893356,1.0085265955694922e-12
0.9999999999911754,0.9999999999909156,-2.5979218776228663e-13
0.9999999980563153,0.9999999977270708,-3.29244520536065e-10
0.9999999909032303,0.9999999909032303,0.0
0.9999998039249175,0.9999998039249175,0.0
0.9995715691097605,0.9995903038842827,1.8734774522188857e-05
0.998626332218957,0.9986521757992445,2.5843580287454593e-05
0.9999999978871473,0.9999999929218236,-4.965323707750713e-09
0.9999999986595113,0.9999999955097708,-3.1497404684444064e-09
0.9999999842967716,0.9999999776897074,-6.607064229058324e-09
0.4052080077230634,1.0,0.5947919922769366
0.4584089694279641,1.0,0.541591030572036
0.9628353396929857,0.9691809356022489,0.006345595909263202
0.9863928810356299,1.0,0.013607118964370057
0.7251746617349949,0.7243580716208602,-0.0008165901141347076
0.990317982705704,0.986754989365662,-0.0035629933400420644
0.9999917671968912,0.9999890229291882,-2.7442677029698714e-06
0.994649303060573,0.9944683433612269,-0.0001809596993460616
0.8459748359938576,1.0,0.1540251640061424
0.9934164945255526,0.9926584208771633,-0.0007580736483893125
0.9218132437596073,1.0,0.07818675624039273
0.7219746635506334,0.8354884091227358,0.11351374557210236
0.9999999995437221,0.9999999995309736,-1.2748468947165748e-11
1.0,1.0,0.0
0.9999999947480964,0.9999999957515621,1.0034656439117384e-09
0.9999999762128147,0.9999999776315334,1.4187186980763045e-09
0.7189663875626053,0.7169093500312276,-0.002057037531377759
0.5448997271185909,0.9986744324113439,0.453774705292753
0.9626602969294487,0.9664605629940553,0.0038002660646065944
0.9538929147301899,0.9511855057739822,-0.002707408956207691
