origin,destination,weight
gci11_Lonline,gci11_Lforgery,0.6580593827857323
gci11_Lonline,gci12_Rspam,0.6779825784547152
gci11_Lonline,gci12_Rcop,0.6537728670159313
gci11_Lonline,gci23_FStandard,0.6672905492920598
gci11_Lonline,gci23_Fciip,0.66729054929206
gci11_Lonline,gci31_Nstrategy,0.675884269288977
gci11_Lonline,gci31_Npriority,0.6551625369335952
gci11_Lonline,gci32_Acyber,0.6991647898476169
gci11_Lonline,gci32_Aciip,0.6991647898554452
gci11_Lonline,gci32_Acapacity,0.6991647898357385
gci11_Lonline,gci32_Acop,0.6991647898484378
gci11_Lonline,gci33_Maudit,0.6672905492920594
gci11_Lonline,gci33_Mrisk,0.6672905492920598
gci11_Lonline,gci33_Mmaturity,0.6672905492920601
gci11_Lonline,gci34_Copstrategy,0.6584869436787453
gci11_Lonline,gci34_Copreporting,0.6584869436817998
gci11_Lonline,gci41_AWmsme,0.6502671388338539
gci11_Lonline,gci41_AWcop,0.6502671388338539
gci11_Lonline,gci41_AWchildren,0.6502671388338539
gci11_Lonline,gci43_Cprimary,0.6584256026925487
gci11_Lonline,gci43_Csecondary,0.6584269771502033
gci11_Lonline,gci43_Chigher,0.6672905492920601
gci11_Lonline,gci44_Evalscheme,0.6753019027706593
gci11_Lonline,gci45_Dindustry,0.6565717603902846
gci11_Lonline,gci45_Dassociation,0.6565717603884169
gci11_Lonline,gci51_Bregintl,0.6780380395207385
gci11_Lonline,gci53_Mlat,0.6584869436786955
gci11_Lonline,gci54_PPPdomestic,0.6584869436859229
gci11_Lonline,gci54_PPPforeign,0.6584869436827162
gci11_Lonline,gci55_Coordination,0.6618931802464744
gci11_Lforgery,gci11_Lonline,0.6580593827410043
gci11_Lforgery,gci12_Rspam,0.6779825784146393
gci11_Lforgery,gci12_Rcop,0.6537728669678223
gci11_Lforgery,gci23_FStandard,0.6672905492574085
gci11_Lforgery,gci23_Fciip,0.6672905492574085
gci11_Lforgery,gci31_Nstrategy,0.6758842692507555
gci11_Lforgery,gci31_Npriority,0.6551625368856729
gci11_Lforgery,gci32_Acyber,0.6991647898042073
gci11_Lforgery,gci32_Aciip,0.6991647898120361
gci11_Lforgery,gci32_Acapacity,0.6991647897923295
gci11_Lforgery,gci32_Acop,0.6991647898050279
gci11_Lforgery,gci33_Maudit,0.6672905492574085
gci11_Lforgery,gci33_Mrisk,0.6672905492574085
gci11_Lforgery,gci33_Mmaturity,0.6672905492574088
gci11_Lforgery,gci34_Copstrategy,0.6584869436311365
gci11_Lforgery,gci34_Copreporting,0.6584869436341916
gci11_Lforgery,gci41_AWmsme,0.6502671387853711
gci11_Lforgery,gci41_AWcop,0.6502671387853711
gci11_Lforgery,gci41_AWchildren,0.6502671387853711
gci11_Lforgery,gci43_Cprimary,0.6584256026449335
gci11_Lforgery,gci43_Csecondary,0.658426977102589
gci11_Lforgery,gci43_Chigher,0.6672905492574088
gci11_Lforgery,gci44_Evalscheme,0.6753019027327796
gci11_Lforgery,gci45_Dindustry,0.656571760342538
gci11_Lforgery,gci45_Dassociation,0.6565717603406706
gci11_Lforgery,gci51_Bregintl,0.678038039478912
gci11_Lforgery,gci53_Mlat,0.6584869436310871
gci11_Lforgery,gci54_PPPdomestic,0.6584869436383141
gci11_Lforgery,gci54_PPPforeign,0.6584869436351075
gci11_Lforgery,gci55_Coordination,0.6618931801994771
gci12_Rspam,gci11_Lonline,0.9871834455295915
gci12_Rspam,gci11_Lforgery,0.9871834455297528
gci12_Rspam,gci12_Rcop,0.9872648599537359
gci12_Rspam,gci23_FStandard,0.8931076054352938
gci12_Rspam,gci23_Fciip,0.8931076054352937
gci12_Rspam,gci31_Nstrategy,0.9305860777913751
gci12_Rspam,gci31_Npriority,0.9872046003176926
gci12_Rspam,gci32_Acyber,0.9938828802150753
gci12_Rspam,gci32_Aciip,0.9938828802160584
gci12_Rspam,gci32_Acapacity,0.9938828802135837
gci12_Rspam,gci32_Acop,0.9938828802151782
gci12_Rspam,gci33_Maudit,0.8931076054352936
gci12_Rspam,gci33_Mrisk,0.8931076054352936
gci12_Rspam,gci33_Mmaturity,0.8931076054352934
gci12_Rspam,gci34_Copstrategy,0.9880289354397481
gci12_Rspam,gci34_Copreporting,0.9880289354402377
gci12_Rspam,gci41_AWmsme,0.9866865569409073
gci12_Rspam,gci41_AWcop,0.9866865569409073
gci12_Rspam,gci41_AWchildren,0.9866865569409073
gci12_Rspam,gci43_Cprimary,0.9880190951630837
gci12_Rspam,gci43_Csecondary,0.9880193156824502
gci12_Rspam,gci43_Chigher,0.8931076054352932
gci12_Rspam,gci44_Evalscheme,0.9272523550933387
gci12_Rspam,gci45_Dindustry,0.9872291144735506
gci12_Rspam,gci45_Dassociation,0.9872291144735597
gci12_Rspam,gci51_Bregintl,0.9616955722704186
gci12_Rspam,gci53_Mlat,0.9880289354397402
gci12_Rspam,gci54_PPPdomestic,0.9880289354408991
gci12_Rspam,gci54_PPPforeign,0.988028935440385
gci12_Rspam,gci55_Coordination,0.9866635574088878
gci12_Rcop,gci11_Lonline,0.5172850593256034
gci12_Rcop,gci11_Lforgery,0.5172850593209322
gci12_Rcop,gci12_Rspam,0.5691433625962199
gci12_Rcop,gci23_FStandard,0.5787014598171702
gci12_Rcop,gci23_Fciip,0.5787014598171705
gci12_Rcop,gci31_Nstrategy,0.5741450799030061
gci12_Rcop,gci31_Npriority,0.5125608146129309
gci12_Rcop,gci32_Acyber,0.57078022259669
gci12_Rcop,gci32_Aciip,0.5707802226070782
gci12_Rcop,gci32_Acapacity,0.5707802225809272
gci12_Rcop,gci32_Acop,0.5707802225977793
gci12_Rcop,gci33_Maudit,0.5787014598171704
gci12_Rcop,gci33_Mrisk,0.57870145981717
gci12_Rcop,gci33_Mmaturity,0.5787014598171705
gci12_Rcop,gci34_Copstrategy,0.5160951522322447
gci12_Rcop,gci34_Copreporting,0.5160951522364127
gci12_Rcop,gci41_AWmsme,0.5048415249832287
gci12_Rcop,gci41_AWcop,0.5048415249832287
gci12_Rcop,gci41_AWchildren,0.5048415249832287
gci12_Rcop,gci43_Cprimary,0.5160114611745362
gci12_Rcop,gci43_Csecondary,0.5160133364731065
gci12_Rcop,gci43_Chigher,0.5787014598171704
gci12_Rcop,gci44_Evalscheme,0.574846996275432
gci12_Rcop,gci45_Dindustry,0.5148423198741816
gci12_Rcop,gci45_Dassociation,0.514842319871138
gci12_Rcop,gci51_Bregintl,0.5622773513147259
gci12_Rcop,gci53_Mlat,0.516095152232177
gci12_Rcop,gci54_PPPdomestic,0.5160951522420372
gci12_Rcop,gci54_PPPforeign,0.5160951522376623
gci12_Rcop,gci55_Coordination,0.523774179681526
gci23_FStandard,gci11_Lonline,0.9990828323470141
gci23_FStandard,gci11_Lforgery,0.9990828323477392
gci23_FStandard,gci12_Rspam,0.9497863283540962
gci23_FStandard,gci12_Rcop,0.9999936223951156
gci23_FStandard,gci23_Fciip,0.8891397050194614
gci23_FStandard,gci31_Nstrategy,0.9306191867402096
gci23_FStandard,gci31_Npriority,0.9996604474999828
gci23_FStandard,gci32_Acyber,0.9986245874806678
gci23_FStandard,gci32_Aciip,0.9986245874802028
gci23_FStandard,gci32_Acapacity,0.9986245874813743
gci23_FStandard,gci32_Acop,0.9986245874806196
gci23_FStandard,gci33_Maudit,0.8891397050194614
gci23_FStandard,gci33_Mrisk,0.8891397050194614
gci23_FStandard,gci33_Mmaturity,0.8891397050194615
gci23_FStandard,gci34_Copstrategy,0.999964570173599
gci23_FStandard,gci34_Copreporting,0.9999645701735724
gci23_FStandard,gci41_AWmsme,1.0
gci23_FStandard,gci41_AWcop,1.0
gci23_FStandard,gci41_AWchildren,1.0
gci23_FStandard,gci43_Cprimary,0.9999651017600872
gci23_FStandard,gci43_Csecondary,0.9999650898937137
gci23_FStandard,gci43_Chigher,0.8891397050194613
gci23_FStandard,gci44_Evalscheme,0.9268963314234594
gci23_FStandard,gci45_Dindustry,0.9994194603498096
gci23_FStandard,gci45_Dassociation,0.9994194603501774
gci23_FStandard,gci51_Bregintl,0.9659746528378212
gci23_FStandard,gci53_Mlat,0.9999645701735994
gci23_FStandard,gci54_PPPdomestic,0.9999645701735366
gci23_FStandard,gci54_PPPforeign,0.9999645701735644
gci23_FStandard,gci55_Coordination,0.9977530601756852
gci23_Fciip,gci11_Lonline,0.9990828323470142
gci23_Fciip,gci11_Lforgery,0.999082832347739
gci23_Fciip,gci12_Rspam,0.9497863283540957
gci23_Fciip,gci12_Rcop,0.9999936223951158
gci23_Fciip,gci23_FStandard,0.8891397050194614
gci23_Fciip,gci31_Nstrategy,0.9306191867402095
gci23_Fciip,gci31_Npriority,0.9996604474999827
gci23_Fciip,gci32_Acyber,0.9986245874806683
gci23_Fciip,gci32_Aciip,0.9986245874802024
gci23_Fciip,gci32_Acapacity,0.9986245874813745
gci23_Fciip,gci32_Acop,0.9986245874806193
gci23_Fciip,gci33_Maudit,0.8891397050194615
gci23_Fciip,gci33_Mrisk,0.8891397050194616
gci23_Fciip,gci33_Mmaturity,0.8891397050194616
gci23_Fciip,gci34_Copstrategy,0.999964570173599
gci23_Fciip,gci34_Copreporting,0.9999645701735721
gci23_Fciip,gci41_AWmsme,1.0
gci23_Fciip,gci41_AWcop,1.0
gci23_Fciip,gci41_AWchildren,1.0
gci23_Fciip,gci43_Cprimary,0.9999651017600871
gci23_Fciip,gci43_Csecondary,0.9999650898937131
gci23_Fciip,gci43_Chigher,0.8891397050194618
gci23_Fciip,gci44_Evalscheme,0.9268963314234597
gci23_Fciip,gci45_Dindustry,0.9994194603498098
gci23_Fciip,gci45_Dassociation,0.9994194603501771
gci23_Fciip,gci51_Bregintl,0.9659746528378217
gci23_Fciip,gci53_Mlat,0.9999645701735991
gci23_Fciip,gci54_PPPdomestic,0.9999645701735363
gci23_Fciip,gci54_PPPforeign,0.9999645701735642
gci23_Fciip,gci55_Coordination,0.9977530601756849
gci31_Nstrategy,gci11_Lonline,0.9841979223423296
gci31_Nstrategy,gci11_Lforgery,0.9841979223424263
gci31_Nstrategy,gci12_Rspam,0.9457883436893959
gci31_Nstrategy,gci12_Rcop,0.9841843687745998
gci31_Nstrategy,gci23_FStandard,0.8920751908622874
gci31_Nstrategy,gci23_Fciip,0.8920751908622873
gci31_Nstrategy,gci31_Npriority,0.9841554241648682
gci31_Nstrategy,gci32_Acyber,0.9917010642155895
gci31_Nstrategy,gci32_Aciip,0.991701064216735
gci31_Nstrategy,gci32_Acapacity,0.9917010642138511
gci31_Nstrategy,gci32_Acop,0.9917010642157094
gci31_Nstrategy,gci33_Maudit,0.8920751908622873
gci31_Nstrategy,gci33_Mrisk,0.8920751908622874
gci31_Nstrategy,gci33_Mmaturity,0.8920751908622876
gci31_Nstrategy,gci34_Copstrategy,0.9850378771870291
gci31_Nstrategy,gci34_Copreporting,0.9850378771875775
gci31_Nstrategy,gci41_AWmsme,0.9835401093104954
gci31_Nstrategy,gci41_AWcop,0.9835401093104954
gci31_Nstrategy,gci41_AWchildren,0.9835401093104954
gci31_Nstrategy,gci43_Cprimary,0.9850268676617527
gci31_Nstrategy,gci43_Csecondary,0.9850271143786827
gci31_Nstrategy,gci43_Chigher,0.8920751908622874
gci31_Nstrategy,gci44_Evalscheme,0.9257571725034381
gci31_Nstrategy,gci45_Dindustry,0.9842102567160789
gci31_Nstrategy,gci45_Dassociation,0.9842102567160479
gci31_Nstrategy,gci51_Bregintl,0.9596194489884201
gci31_Nstrategy,gci53_Mlat,0.9850378771870203
gci31_Nstrategy,gci54_PPPdomestic,0.9850378771883171
gci31_Nstrategy,gci54_PPPforeign,0.9850378771877419
gci31_Nstrategy,gci55_Coordination,0.9837714114615275
gci31_Npriority,gci11_Lonline,0.6064825164224539
gci31_Npriority,gci11_Lforgery,0.6064825164192028
gci31_Npriority,gci12_Rspam,0.6346769866798107
gci31_Npriority,gci12_Rcop,0.6015661817675132
gci31_Npriority,gci23_FStandard,0.6298910962092655
gci31_Npriority,gci23_Fciip,0.6298910962092658
gci31_Npriority,gci31_Nstrategy,0.6346039303161752
gci31_Npriority,gci32_Acyber,0.6522240285586967
gci31_Npriority,gci32_Aciip,0.6522240285674018
gci31_Npriority,gci32_Acapacity,0.6522240285454874
gci31_Npriority,gci32_Acop,0.6522240285596093
gci31_Npriority,gci33_Maudit,0.6298910962092649
gci31_Npriority,gci33_Mrisk,0.6298910962092656
gci31_Npriority,gci33_Mmaturity,0.6298910962092661
gci31_Npriority,gci34_Copstrategy,0.6068464179824163
gci31_Npriority,gci34_Copreporting,0.6068464179858366
gci31_Npriority,gci41_AWmsme,0.5976360228382884
gci31_Npriority,gci41_AWcop,0.5976360228382884
gci31_Npriority,gci41_AWchildren,0.5976360228382884
gci31_Npriority,gci43_Cprimary,0.6067777427085602
gci31_Npriority,gci43_Csecondary,0.6067792815137423
gci31_Npriority,gci43_Chigher,0.6298910962092651
gci31_Npriority,gci44_Evalscheme,0.6343934924640777
gci31_Npriority,gci45_Dindustry,0.6047746392553536
gci31_Npriority,gci45_Dassociation,0.6047746392532152
gci31_Npriority,gci51_Bregintl,0.6328132803139153
gci31_Npriority,gci53_Mlat,0.6068464179823615
gci31_Npriority,gci54_PPPdomestic,0.6068464179904522
gci31_Npriority,gci54_PPPforeign,0.6068464179868626
gci31_Npriority,gci55_Coordination,0.610938478072293
gci32_Acyber,gci11_Lonline,0.6015565533746745
gci32_Acyber,gci11_Lforgery,0.6015565533587991
gci32_Acyber,gci12_Rspam,0.797249712146528
gci32_Acyber,gci12_Rcop,0.5622157815750279
gci32_Acyber,gci23_FStandard,0.8653235912261259
gci32_Acyber,gci23_Fciip,0.8653235912261261
gci32_Acyber,gci31_Nstrategy,0.8248333730427938
gci32_Acyber,gci31_Npriority,0.5855243790704837
gci32_Acyber,gci32_Aciip,0.5992462652972682
gci32_Acyber,gci32_Acapacity,0.5992462652811807
gci32_Acyber,gci32_Acop,0.5992462652915473
gci32_Acyber,gci33_Maudit,0.8653235912261251
gci32_Acyber,gci33_Mrisk,0.8653235912261258
gci32_Acyber,gci33_Mmaturity,0.8653235912261256
gci32_Acyber,gci34_Copstrategy,0.5660587600268808
gci32_Acyber,gci34_Copreporting,0.5660587600293706
gci32_Acyber,gci41_AWmsme,0.5593583576955443
gci32_Acyber,gci41_AWcop,0.5593583576955443
gci32_Acyber,gci41_AWchildren,0.5593583576955443
gci32_Acyber,gci43_Cprimary,0.5660087492897775
gci32_Acyber,gci43_Csecondary,0.5660098698710088
gci32_Acyber,gci43_Chigher,0.8653235912261258
gci32_Acyber,gci44_Evalscheme,0.8293625488840433
gci32_Acyber,gci45_Dindustry,0.5932621144364473
gci32_Acyber,gci45_Dassociation,0.5932621144261198
gci32_Acyber,gci51_Bregintl,0.7657696538622131
gci32_Acyber,gci53_Mlat,0.5660587600268396
gci32_Acyber,gci54_PPPdomestic,0.5660587600327323
gci32_Acyber,gci54_PPPforeign,0.5660587600301175
gci32_Acyber,gci55_Coordination,0.6236785604563024
gci32_Aciip,gci11_Lonline,0.6015565533734242
gci32_Aciip,gci11_Lforgery,0.6015565533575481
gci32_Aciip,gci12_Rspam,0.7972497121585199
gci32_Aciip,gci12_Rcop,0.5622157815704117
gci32_Aciip,gci23_FStandard,0.865323591243162
gci32_Aciip,gci23_Fciip,0.8653235912431616
gci32_Aciip,gci31_Nstrategy,0.8248333730567426
gci32_Aciip,gci31_Npriority,0.5855243790680948
gci32_Aciip,gci32_Acyber,0.5992462652821408
gci32_Aciip,gci32_Acapacity,0.5992462652724442
gci32_Aciip,gci32_Acop,0.5992462652828102
gci32_Aciip,gci33_Maudit,0.8653235912431616
