alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
0.02167669720235063,5.07065143118704e-27,7.630528637460736e-08,60,-0.007754907798071198,-0.026545511337527694,0.9361628120539601,0.9668181108280904
0.008208621139450444,6.512005005545304e-11,8.768061212075056e-09,nan,0.00242523363585323,0.0071792838805500026,0.9893827771557119,0.9910258951493125
0.011349839018583371,4.053723514077167e-10,8.95693299423983e-09,nan,-0.0002506853302128853,0.006512835563889929,0.9992113181785589,0.9918589555451376
0.017913017329646484,8.139889836086242e-28,6.621188990512946e-08,nan,-0.0057919386267288875,-0.07376532647137701,0.944053854841832,0.9077933419107788
0.017195922326498664,8.468381949380124e-17,8.539471388254239e-10,nan,0.0007624142833948522,0.0009209612531539194,0.984751714332103,0.9815807749369216
0.016974766914741573,1.6824909013535034e-15,8.401456655649271e-10,nan,0.00015291042161380552,-8.753703082439723e-05,0.9969417915677239,0.998249259383512
0.016610530547174363,1.0079920506155908e-15,8.354381733016203e-10,nan,-0.0018237022806077974,-0.0005186988622811958,0.963525954387844,0.9896260227543761
0.0021988286722378447,3.2836058704835164e-11,7.565583735067072e-09,nan,0.001365441968984249,0.013205325429454629,0.982158400544652,0.9834933432131817
0.006032979224065464,1.9845272442439005e-08,7.6084026799818e-09,nan,0.005130111587796193,0.011992379366650652,0.9755264151143054,0.9850095257916867
0.0032614941545868474,5.460686028722715e-11,7.600606948710623e-09,nan,0.00026152837245407845,0.0017753237291002755,0.9976956939799054,0.9977808453386247
0.016625659869218185,1.2155691587448798e-13,8.472001888377377e-10,nan,-0.0006774402352949238,-0.00046965208183089024,0.9864511952941015,0.9906069583633822
0.021701454261596004,2.7349818335911046e-06,1.809549656655079,nan,0.0169354454857078,0.0054978888416683525,0.9830645545142922,0.9931276389479146
0.020254961381754994,2.8695471461403517e-08,3.301842861717743e-11,nan,0.007594339200250433,0.017732038542408124,0.9839969137906336,0.9778349518219899
0.019420803704191865,2.785521127162128e-06,3.21693979066686e-11,nan,0.0007831125597316246,-0.00028067978001111715,0.9982792594118975,0.9996491502749861
0.007230045760117464,8.000511875197015e-07,1.810967760374398,nan,0.0055399897132869524,0.005531285507302419,0.9833671438949606,0.9930858931158719
0.007077075232305615,9.111822011302063e-07,1.8110124600468955,nan,0.0060632373617752755,0.005506867260637871,0.9813839555723207,0.9931164159242026
0.01491185490401518,4.7315691298532363e-26,8.350324976694355e-09,nan,-0.004842361346373947,-0.02106920512546817,0.9431650814384822,0.9736634935931647
0.017304605301855156,5.09121712756985e-13,9.732625018206773e-11,nan,0.0014790566420672668,0.0013750434164506997,0.9704188671586547,0.972499131670986
0.04835550901282571,4.179401215324454e-26,4.6505261800465305e-08,nan,-0.01566428507700124,-0.060489778792696014,0.9452528557821651,0.92438777650913
0.03303112543987012,2.5170606358831706e-26,4.6596588444986825e-08,nan,-0.011492464974982353,-0.04081035451676662,0.9413018186465628,0.9489870568540417
0.015643906425533472,2.6581184727216652e-05,1.6154508895890542e-08,nan,0.006498961036418116,0.005777116218682599,0.985689293307426,0.9927786047266467
0.016051012672171495,2.955514938174556e-26,1.4787426249115278e-07,nan,-0.0030498337109676754,-0.0257107850134789,0.9429249488590404,0.9678615187331514
0.029800994853303366,2.1466996962794678e-27,9.225811470743949e-10,nan,-0.007032358974751851,-0.00047760915864381026,0.9552096582888868,0.9994029885516953
0.040706411990272896,1.2583524263991e-25,8.892009245739816e-10,nan,-0.01821772927318044,-0.06447811545697135,0.916715902932868,0.9194023556787858
0.017830296350306078,3.012403721306736e-15,1.0000593128619605e-11,nan,0.0002874182633305633,0.00022457118506176432,0.9942516347333887,0.9955085762987648
0.017327800213297922,7.195086834216172e-08,0.20333679290274256,nan,0.0007283755417284432,0.0004550707530920836,0.9854324891654311,0.9908985849381583
0.016582785019092907,2.1718930894170058e-17,1.8759798892798235e-10,nan,-0.0011078879635542105,-0.0007077864602082623,0.9778422407289158,0.9858442707958348
0.01693951536013874,3.567405397025098e-14,1.9095716589300006e-10,nan,0.0008700303714308522,0.0009430718224651968,0.982599392571383,0.9811385635506961
0.016916669190739527,4.235194001071372e-13,1.903094106672355e-10,nan,0.0009952259941730102,5.6729308829002456e-05,0.9800954801165398,0.99886541382342
0.01721538122603835,3.7652523365777574e-09,0.20333679290274256,nan,0.001151064328632767,0.0004550707530920836,0.9769787134273447,0.9908985849381583
0.017117408064415942,1.9277169465731668e-08,0.20333679290274256,nan,0.0005724349395819228,0.0004550707530920836,0.9885513012083615,0.9908985849381583
0.009609337458088396,6.503724117740181e-09,6.058251556076208e-09,nan,-0.0017446464523760419,0.0053527330478170265,0.994883493841625,0.9933090836902287
0.007404321067101132,8.291232549565202e-10,6.002373798295183e-09,nan,0.004556092172221082,0.006898081671406597,0.9825809859996913,0.9913773979107418
0.01275409447444105,3.5823214853238106e-09,6.0513223452566544e-09,nan,0.006095539071401257,0.017622797490054687,0.9863655658427554,0.9779715031374316
0.017096889643423912,1.660409769649653e-14,6.770315930099811e-10,nan,4.059973352266155e-05,0.00011746036853313435,0.9991880053295468,0.9976507926293373
0.0035061499316646656,6.361332587744262e-26,5.3847918750116305e-08,nan,-0.001073456201138967,-0.05304259145169954,0.9471746455779421,0.9336967606853755
0.016482031053553992,1.1833646239117135e-18,6.684802688676513e-10,nan,-0.0002899188113707485,-0.0004851906845246348,0.994201623772585,0.9902961863095073
0.016978563324450132,1.481912028805925e-19,6.788052461963077e-10,nan,0.0008292534414240382,0.00019877907174808973,0.9834149311715192,0.9960244185650382
0.003054860458178718,8.865968652559736e-14,5.986137730160051e-09,nan,0.0022348429183172147,0.012075418155569562,0.9791941510280968,0.984905727305538
0.006681330893221324,1.3989476774903005e-10,5.973968251785219e-09,nan,0.003409405225746731,0.011773037063360525,0.9856234520502148,0.9852837036707993
0.007282735259238459,3.787010462609365e-11,7.276913304352127e-10,nan,6.880437867007316e-06,-0.003440809083909202,0.9999728613262252,0.9956989886451135
0.005494718169476086,2.9070625794425448e-09,7.312773776774474e-10,nan,0.0010023192390611335,0.009894059887234019,0.9947357103882862,0.9876324251409575
0.005868188373797,1.8083864412584582e-08,7.20634760920826e-10,nan,0.003865121217878853,-0.00010421206989463805,0.98119459779454,0.9998697349126318
0.0232777921602828,6.20199611331431e-07,1.536345899299863e-09,nan,0.008003018049207,0.005511958197610856,0.9881405088403253,0.9931100522529864
0.024570318100864873,2.0157194218518438e-05,1.5318921213975933e-09,nan,0.01632005742995224,0.01001201110644323,0.9769328116168994,0.9874849861169459
0.012459496683696216,5.618506593770563e-06,1.4944084454590813e-09,nan,0.003788927556196642,0.006352096557714737,0.9894452778690703,0.9920598793028566
0.016773494000383773,2.415589246373389e-16,7.731471163832092e-11,nan,-2.167737308989004e-06,0.0005319376556882707,0.9999566452538202,0.9893612468862346
0.016635408672548563,3.4685406564384117e-18,7.833598168188785e-11,nan,-0.0005463240877916498,2.4745925179543715e-05,0.989073518244167,0.9995050814964092
0.01627451019155946,3.398819796466674e-16,7.563610270644069e-11,nan,-0.0011677066012543147,-0.0013644463387870454,0.9766458679749137,0.9727110732242591
0.04403486611851424,3.677846023235663e-06,7.050465728137363e-10,nan,0.017909568602662684,0.010015688847632043,0.9820904313973373,0.98748038894046
0.017036044753912134,3.0214570473806566e-17,2.451200276819181e-09,nan,-0.0008555912502705709,-0.0005460481257302252,0.9828881749945886,0.9890790374853955
0.01726132905495284,3.033055264593343e-17,2.449389927669068e-09,nan,0.0006568932537469596,0.00023534688143742044,0.9868621349250608,0.9952930623712516
0.016625092296458463,8.557136068372652e-15,2.778933250470669e-10,nan,-0.0010092473563227955,-0.00048536247343706346,0.9798150528735441,0.9902927505312588
0.017050209235848806,1.9866799786945423e-17,2.813799402616083e-10,nan,0.001391978463797905,0.0008183240557239138,0.9721604307240419,0.9836335188855218
0.016785090663730386,1.2422003964189344e-15,2.8168233788816394e-10,nan,9.825095967830322e-05,8.921457425019319e-05,0.9980349808064339,0.9982157085149961
0.016704720573508726,1.9153421285417747e-13,1.2420463658866968e-09,nan,-0.00019190958445802764,0.00012203692243371173,0.9961618083108394,0.9975592615513258
0.016927095646562255,9.26705383092054e-16,1.1909643883039618e-09,nan,0.001009845639047935,-0.0002831605445193855,0.9798030872190413,0.9943367891096123
0.017051589226418997,5.156295974814458e-16,1.577440437018671e-09,nan,0.0014492372628909234,0.0012250322863320215,0.9710152547421815,0.9754993542733595
0.006451557614642421,9.990080977353573e-28,1.2899386482607357e-07,nan,-0.002030374068602958,-0.05185274679737373,0.942811271344926,0.9351840665032829
0.1008503051859613,8.640529857541968e-25,16.502619224307864,nan,-0.03386855608918582,-0.04045141441304656,0.9443131210779779,0.9494357319836918
0.06632456299489217,2.3374363669945377e-26,7.929905768711454e-08,nan,-0.022347875302456854,-0.02307587049387938,0.943400329339489,0.9711551618826508
0.04333408638703448,4.61099587354891e-27,7.103329338863586e-08,nan,-0.014432545385541617,-0.05957961730261441,0.9440182723218076,0.9255254783717319
0.016977733234820096,1.349454007919611e-09,5.97278127674716e-10,nan,0.0003600916939541232,0.0005619724381651439,0.9927981661209175,0.9887605512366971
