program_name,seriesCode,gci11_Lonline,gci11_Lforgery,gci11_Lolsafety,gci12_Rpdp,gci12_Rprivacy,gci12_Rnotif,gci12_RAuditre,gci12_Rstandard,gci12_Rsign,gci12_Rspam,gci12_Rciip,gci12_Rcop,gci21_NatCsirt,gci21_Nactivity,gci21_Nfirst,gci21_NregCisrt,gci22_Scsirt,gci22_Sactivity,gci23_FStandard,gci23_Fciip,gci31_Nstrategy,gci31_Npriority,gci32_Acyber,gci32_Aciip,gci32_Acapacity,gci32_Acop,gci33_Maudit,gci33_Mrisk,gci33_Mmaturity,gci34_Copstrategy,gci34_Copreporting,gci41_AWmsme,gci41_AWprivate,gci41_AWpublic,gci41_AWsociety,gci41_AWgeneral,gci41_AWelderly,gci41_AWdisability,gci41_AWcop,gci41_AWchildren,gci42_Tprofessional,gci42_Tacreditation,gci42_Tsector,gci43_Cprimary,gci43_Csecondary,gci43_Chigher,gci44_Rndprivate,gci44_Rndpublic,gci44_RndAcademic,gci44_Evalscheme,gci45_Dindustry,gci45_Dassociation,gci46_Icapacitydev,gci46_Iindustry,gci46_Irnd,gci51_Bcountry,gci51_Bregintl,gci52_Minfosharing,gci52_Mcapacitydev,gci53_Mlat,gci54_PPPdomestic,gci54_PPPforeign,gci55_Coordination
"Bimtek Kesiapsiagaan Teknis Insiden Keamanan Siber pada
CSIRT organisasi Pemerintah Pusat",gci22_Sactivity,-3.319566843629218e-13,-0.0013988343853630347,0.0003103870113699836,0.0009518883264468814,0.0030544416382499717,-1.800939216667352e-05,5.935890183161874e-06,-0.001425360479557547,0.002518096218965815,0.0,-0.0030600382617625987,-0.008037327981257003,-2.0865027483552012e-09,7.426599446525017e-09,0.0,-2.20777840453934e-10,-2.7544866387785305e-10,5.3549831235955025e-11,0.00174917234751637,0.0007025888415184145,0.007355186277843595,-0.004559395863987792,-0.00042511966448421923,0.003625709551648315,-0.002771694999088248,-0.0018484399052945966,-0.0035649200412375404,0.0004741622848297711,0.0031469286135809016,0.011326059526551746,0.0027797866141424654,0.0,3.513291879642111e-10,6.865619184281968e-13,1.8113288646759429e-12,2.428017786826331e-10,0.0,0.0,0.0,0.0,-5.0592863232168384e-11,1.2061718290823364e-10,1.4735446196567636e-10,0.0,0.0,0.0011837775057695898,-0.0035046902922820644,0.00046662292236276937,0.0005875084869426672,-5.4885354058287206e-06,-0.0004478210743045219,0.022906744302533477,-0.0014107151709075172,-0.002092494891383523,0.0,1.0959577689817479e-10,0.0,8.427366582353102e-10,-7.755662778663464e-09,-0.011485126216857044,0.0060621450941384936,-0.002400508688171099,-0.0017005251670365595
"Bimtek Kesiapsiagaan Prosedur Insiden Keamanan Siber
pada CSIRT Organisasi Pemerintah Pusat",gci22_Sactivity,-2.652322805829499e-13,3.681143119393937e-05,0.00011297069150117967,0.009648940812843732,-0.0009753055766270613,6.003130722076477e-06,5.935890183161874e-06,-0.00030751342867763043,0.0022119163930374164,0.0,0.0029947609635294636,0.0004798404764932984,9.597909134129168e-10,-2.8967627185849665e-09,0.0,3.8636183141704805e-10,-7.174479899063613e-10,-9.309534254597907e-10,-0.00554296940635135,0.01233360712842313,0.0015903105465608913,-0.01020043667868542,-0.0015030286611942278,0.01907006379381304,-0.004087928522847339,-0.0002456286333339941,-0.0012668426411089895,-0.004741622848294047,0.0025003492891447765,0.009554513860404068,0.0030018900561378237,0.0,2.217513950242278e-10,-1.6951995363001515e-12,7.389644451905042e-13,-2.541633570274371e-12,0.0,0.0,0.0,0.0,2.2887247652647602e-10,-4.020517252456557e-11,9.279360613234644e-10,0.0,0.0,-0.00029768567556209824,-0.0015325788444163768,0.0008165901141347076,-0.003440478193821761,-5.488535405939743e-06,0.0015467695274009596,0.005097580483798492,0.0008281818686921572,0.014638933148893973,0.0,-1.8340440277597736e-11,0.0,1.068625854472316e-09,1.300492380451601e-09,-0.003942655268473261,0.010103575156897748,-0.00013365639031082122,0.004329382720870578
"Evaluasi Penyelenggaraan Tim Tanggap Insiden Siber
Organisasi pada Pemerintah Daerah",gci22_Sactivity,-1.0180745135812685e-13,-0.0011411543670065694,4.178971989166058e-05,0.0010089622288064204,0.0008420816169963929,1.2006261444486022e-05,1.483972545868184e-05,8.409767059291973e-06,0.0004819451172000111,0.0,-0.007387832821270202,0.003958683931067242,1.627471157839011e-09,-4.27709967443235e-09,0.0,-3.532446890552876e-09,-7.302598525882331e-10,-3.542566240355427e-10,-0.00784492264438752,0.008612534940052874,0.0015903105465607803,-0.0005067785338830344,-0.0005654471779010795,-0.0049319876679992936,-0.0037182965375485155,0.0035251887734674137,-0.009388470696818474,-0.008060758842100335,-0.0018517608244197348,0.012894283153305208,0.014509135271330909,0.0,1.9637036441366718e-10,-6.005196340197472e-13,2.998712389512548e-13,7.233200705059062e-10,0.0,0.0,0.0,0.0,1.8309787019887835e-10,-3.8377079292217786e-11,-4.699421962683914e-10,0.0,0.0,0.0009917763844778937,0.003600516676534382,0.0006999343835439875,-0.002312908006875669,-1.372133851451629e-05,-0.0022757514562563586,0.01332603604845417,-0.0015467598890339662,-0.007804772343812383,0.0,3.265510084560219e-11,0.0,1.303196439650378e-10,-2.837437396152609e-09,0.009385011867252824,0.02172268658732912,0.006203583186063177,0.0024104737096333206
Peningkatan Kapabilitas CSIRT,gci22_Sactivity,-6.117328865684613e-14,7.362286238710158e-05,3.133405952970847e-05,-0.00457238732462828,-0.003273908740563769,-4.202191505542352e-05,-0.0013744575910766832,-0.0009335121091154086,0.00023021077805585044,0.0,-0.0026082212047413567,0.0008397208338627449,-1.418822503929107e-09,6.648945061193956e-09,0.0,7.837616888828336e-09,-1.4092682576460902e-10,-1.359355961128017e-10,0.008219762218671378,0.0030168247710488094,-0.004174565184722034,-0.0017802507928790234,2.7516374142555478e-06,-0.0026117778840791805,-0.004434265218524747,-0.003992630195436497,-0.00485077219844221,-0.001066865140865736,0.0012726640272067158,0.012371541944387499,0.010673386866266066,0.0,2.538158572207294e-11,-1.6092682741941644e-12,3.842481888227667e-13,3.343291199442433e-10,0.0,0.0,0.0,0.0,1.3370926588152088e-10,8.224199099515772e-12,-2.0629654651216356e-09,0.0,0.0,0.0060513827542435505,0.0010772103212699502,0.00046662292236276937,-0.0005619350025478642,-5.4885354058287206e-06,-0.0007428180424612352,0.021664383554717892,-0.004589606450722039,0.0028719793213212164,0.0,5.390365931390306e-11,0.0,5.039048067700946e-10,1.891623524485908e-10,0.00029078497560086625,0.022396258264455682,0.014071788238172012,0.00568063935787777
"Workshop Pengelolaan Insiden Siber Sektor TIK, Media dan
Transportasi",gci22_Sactivity,-2.4491519923230953e-13,-0.0009202857798438213,0.00013517484444980354,0.006971100294921095,0.0010664528128829787,6.0031307221875e-06,1.78076705503738e-05,-0.000995260170591039,0.0008423171329220436,0.0,-0.006427402254540526,0.0032389232163274606,-9.59791468524429e-10,1.944133742881604e-11,0.0,-7.727222195441641e-10,-1.0825779162004778e-09,-2.965867551552037e-10,-0.006709789793104881,0.003993553180296705,3.3306690738754696e-16,-0.006667655429983155,1.3758187070722627e-06,0.011343138852721757,-0.004319216684748328,-0.002587815867412746,-0.008328635088140746,-0.006282650273989221,0.0032619730374283673,0.003659188462424634,0.0006670866791419483,0.0,6.251791306866039e-10,-3.626321465333149e-12,5.755396159656812e-13,8.059493072920532e-10,0.0,0.0,0.0,0.0,6.203643154734095e-10,-1.7361445614483273e-10,-1.6288669302255698e-09,0.0,0.0,0.0009233096903117355,-0.0032031543729149625,0.0009332458447252057,-1.9626582149046e-05,-1.6465606217597184e-05,-0.002215022687320767,0.014933686158214998,-0.0019769668099425264,-0.00029048646669382894,0.0,-1.1184386750073827e-12,0.0,8.992087074943811e-10,-1.2768470725177394e-09,0.009085249096916659,0.009766789318334412,0.006151920264898414,-0.0020116543035011425
"Critical Information Infrastructure (CII) Cyber Security Exercise
Sektor Transportasi",gci22_Sactivity,1.1246559239452836e-13,-0.0012515886605877213,0.00019138458474166065,0.010015777984250795,0.000572131873456061,1.80093921665625e-05,-8.005620885875864e-06,-0.0002043081385301182,0.0019556227080500532,0.0,0.000838356815809016,0.010316570244598977,-5.842212269513425e-10,2.216314909375683e-09,0.0,4.5811425763986335e-09,-2.818543176630328e-10,-1.0092197078037657e-09,0.0016576986074681166,0.016701290112894007,-0.0013915217282405301,-0.0070371421240117416,-0.0007912969228676126,0.0027125932173998057,-0.006401950671550916,-0.001626627116659063,-0.00016484576901676373,-0.00592702856036742,0.007800886600472845,0.014636753849696982,0.008283251717060347,0.0,6.585754164234459e-10,-1.3946621635341216e-12,5.149214388211476e-13,8.212041047173102e-10,0.0,0.0,0.0,0.0,2.457363201813223e-10,-3.225578693033526e-10,-1.5531977926031004e-09,0.0,0.0,0.003369267619428462,0.0008262736216366751,0.0009332458447255387,-0.001133076424976398,-2.744267702858849e-06,0.0015342648193128472,0.01078894713452705,-0.0042198391912536826,-0.0005101457246117214,0.0,-4.875910786239501e-11,0.0,6.950418018902838e-11,-4.3743833000320365e-09,0.010628027245449756,0.0074092884483916155,0.005814951817318725,0.0063751263865676755
Pendukung Operasional Gov-CSIRT,gci22_Scsirt,-2.1949109196839345e-13,-0.0005153600367129307,0.00023220935137979737,0.006156948984302524,0.002917960332854963,-1.2006261444597044e-05,1.78076705503738e-05,-0.0008816796569126595,0.0002026080891768256,0.0,-0.011629907934482486,0.009596809529859085,-5.424908300355469e-10,3.499441847409912e-10,0.0,-2.220446049250313e-16,-3.010722782192943e-10,-3.686742022779299e-10,0.0030696636243515707,0.007220811073949895,-0.0005963664549601955,-0.00347066410253416,-0.0002760786325882725,0.002219394450599599,-0.0015530402877891314,3.3306690738754696e-16,0.0012169700986192078,-0.003674757707427867,0.003633082928468534,0.02090964835671083,0.01761625031393599,0.0,4.849147750007887e-10,-3.3469893523374594e-12,4.218847493575595e-14,2.8729385537218377e-10,0.0,0.0,0.0,0.0,-1.2045930919413195e-10,5.939526648290894e-11,-2.9152333880233527e-09,0.0,0.0,0.005054152175947735,0.0013000680836364742,0.0008165901141347076,-0.005182244778268674,-0.002841999615068813,-0.0011924338882703944,0.02660245680314477,-0.0021732058656425135,0.0026676813581334446,0.0,1.9682588892067088e-11,0.0,1.0382177340062526e-09,-2.199014303982949e-09,0.011485126216857044,0.012124290188277098,-0.0014486161927981245,-0.0017136940213978713
ASISTENSI PERSIAPAN PEMBENTUKAN CSIRT,gci22_Scsirt,-1.2223555501122974e-13,-0.0012884000917817717,9.676535212344017e-05,0.0024666845457519404,0.0009736588288185022,1.80093921665625e-05,3.8583286192772626e-05,-0.00011266627808903529,0.0023329691539125674,0.0,9.273094350048527e-05,-0.008277248219503486,-2.837643564568282e-09,3.596651865223066e-09,0.0,7.754824560279872e-09,-2.498254936256217e-10,3.460177699921019e-10,-0.002229394176417321,0.006839297276745815,-0.013915217282406633,-0.0025652898627811505,-0.00028249428583271285,0.007571299686047972,-0.0073890987861432444,0.002587815867413079,-0.010922636579646983,-0.008416380555722025,0.0037484430493097687,-0.003136447253506369,0.008005040149699383,0.0,3.833894313132191e-10,3.6481928589182644e-13,1.4277468096679513e-13,8.237464044213993e-10,0.0,0.0,0.0,0.0,1.6743773034733067e-10,1.1878964478739817e-10,-6.053487711099592e-10,0.0,0.0,-0.0038768282953505206,0.0008003524539452744,0.0008165901141347076,-0.004578900273216946,0.0,-0.0005582688001056768,0.005519291578320762,3.792519027645547e-05,-0.003787273786715173,0.0,-1.2301382135149197e-11,0.0,1.1772256502950995e-09,2.3408860405638166e-09,0.012984827547163125,0.017344470686007307,0.002464375712045608,-0.00014400376743828325
LAUNCHING CSIRT,gci22_Scsirt,-1.5787371410169726e-13,-0.0004785486055186583,0.00010998418602015114,0.006595159315324728,-0.002764852515966476,6.0031307221875e-06,3.264739600938871e-05,-0.002209090950734849,-0.0006809933018782077,0.0,-0.004471236350984786,0.0034788434545740543,-4.381655371865634e-09,-6.4156490120481635e-09,0.0,-2.097390483513095e-09,7.046430106072421e-11,-1.3902514695018908e-09,0.009834178354535372,0.010618798023486642,0.0007951552732805567,-0.004168370437966695,1.3758187070722627e-06,0.006566776439766109,-0.007124629049004683,-0.0022181278863537823,0.001351315934903008,-0.002844973708976295,0.0042113474024169095,0.018992930590678858,0.00950598517776824,0.0,2.8987989786344315e-10,-1.8455237338343977e-12,1.0271783423831948e-12,5.911142686443327e-10,0.0,0.0,0.0,0.0,3.4330804865589926e-10,2.0742452200295247e-10,1.2744216792981433e-10,0.0,0.0,0.007924809545077127,0.00046058315741159817,0.00023331146118121815,-0.0019196308129094675,-1.0977070811879486e-05,0.00028828124812541045,0.020484305637207045,-0.0005481417490161844,-0.003541208189683287,0.0,1.051236875326822e-11,0.0,6.516005512935408e-10,1.584236075657941e-09,0.0046283344455994024,0.005893752174857103,0.005292040845520707,0.0020414310015426373
"Asistensi Penyusunan Kebijakan Teknis, Implementasi, dan
Penerapan Teknik Terkini dalam Penanganan Insiden Siber
dan Workshop Penguatan CSIRT Organisasi pada
Pemerintah Provinsi",gci22_Scsirt,-9.670042544485113e-14,-0.001435645816556863,8.094083352516712e-05,-0.00727012766118762,0.00022083979445630675,-5.4028176500020564e-05,-2.9679450922470707e-06,-0.0004960532539718399,0.002077435359899127,0.0,-0.0002938088152885099,0.01151617143583139,1.9613120016970242e-09,3.6549757664872118e-09,0.0,-2.566543533255583e-09,-1.2042882246987574e-09,-1.730088294848997e-10,0.013583373011289757,0.003608167971201004,-0.0007951552732803346,-0.005224794101431063,9.172124714185159e-07,0.007251419103296741,-0.0023155903554201718,-0.002465866251398219,-0.0002472680942784411,-0.007586596557270453,0.01666492912556161,0.01306853022294463,0.013341733582832305,0.0,-1.6831713800513626e-10,-2.7248203693375217e-12,8.187894806610529e-13,-1.0932399430174655e-10,0.0,0.0,0.0,0.0,1.6382384337987332e-10,7.310152483341881e-11,-9.239533582672266e-10,0.0,0.0,0.0018183418684435404,0.0004623969064515565,0.0008165901141345966,-0.0039494601714000765,-8.232803108798592e-06,0.00017337593978472565,0.01495524018854788,-0.0023401084998916355,-0.008620030258619127,0.0,-8.544021046219541e-11,0.0,-9.556766489282609e-11,1.8443344629304192e-09,0.004971174034162362,0.014481791058219562,0.008625603956213479,0.00972193300023072
"Asistensi Pembentukan Tim Tanggap Insiden Siber
Organisasi pada Pemerintah Daerah",gci22_Scsirt,-9.159339953157541e-14,-0.00011043429358148504,0.0001596697044328188,0.010574246367673235,0.0011229874794116412,1.2006261444375e-05,-2.967945092025026e-06,-0.002007936474851757,0.0006323736458933027,0.0,-0.003246339776386775,0.0040786440501902055,-7.46967865339343e-09,2.6634665584168715e-09,0.0,2.676932675527155e-09,6.405542762877303e-12,-4.860729596600777e-10,-0.00642819084023194,0.008683966178865132,-0.004572142821362202,-0.0037988837439382195,-6.672904399640522e-05,0.01496928118804719,-0.0050388379875504485,-0.00022181278863531162,-0.00558777297794022,0.000355621713622023,-0.0008813178085753659,0.006243819537258166,0.008783566726416003,0.0,-1.7766799143004164e-10,-6.222800053024002e-13,5.776490397124689e-13,6.203521030201387e-10,0.0,0.0,0.0,0.0,4.095579431151464e-11,-9.136025269640413e-13,-2.5926458757652426e-09,0.0,0.0,0.0006747363552301877,0.0022121174374838404,0.00011665573059083112,-0.0022813965542695103,0.0,0.0010583081518106274,0.026144659500960454,-0.0030710542500027582,-0.002343686035719883,0.0,-6.844114164294979e-11,0.0,6.516006623158432e-10,-1.134975335936872e-09,0.01508494189676779,0.017512863605288365,0.010741966577978213,-0.0034428495567022654
"Launching dan Workshop Pengelolaan Tim Tanggap Insiden
Siber Organisasi pada Pemerintah Daerah",gci22_Scsirt,-1.1723955140041653e-13,-0.0005889828991003654,0.0001790648609857337,0.008034487870227203,0.0027389100607067007,1.80093921665625e-05,2.3743560733979763e-05,-0.0014693747713253602,0.0012872840408403308,0.0,-0.008118052615700089,-0.00827724821950293,-4.047814861074528e-09,-4.3937478100275484e-09,0.0,-1.2418761574650716e-09,3.843473317388657e-10,-3.316006358389245e-10,0.00046572435387781663,0.0018598808126316646,0.0015903105465608913,-0.009807811709590775,-0.00014079578776438062,0.006338302769047788,-0.0021629533998441808,-0.0017439769388475357,0.0005786687727540318,-0.006045569131574724,-0.003379916289627749,0.0005227412089180428,0.006003780112275314,0.0,3.272837556522745e-10,3.645972412869014e-13,3.985700658404312e-13,5.7077453874399e-10,0.0,0.0,0.0,0.0,-1.5900614158681492e-10,-3.015399041572664e-11,-2.8873552437858052e-09,0.0,0.0,0.00040534182541163144,-0.0010078411421469147,0.0,-0.0002653372578717006,-2.744267702858849e-06,0.0013778511701558749,0.02193372487435652,-0.003440134480969026,-0.0009637913563599332,0.0,1.878774913421921e-11,0.0,1.9157070374475893e-09,-1.2768465174062271e-09,0.007833255923984539,0.015323755654627624,0.0017353025688554569,0.004037112294591028
Fasilitasi / Asistensi Pembentukan CSIRT,gci22_Scsirt,-2.1960211427085596e-13,-0.0015092686789442977,0.00012094523443906269,0.01062734889190986,1.1454934954469032e-05,1.1102230246251565e-16,2.374356073386874e-05,-0.0002106154638243929,0.000606290738962012,0.0,-0.010418948089423785,0.0040786440501903165,-6.0091274178830645e-09,3.3439140345592477e-09,0.0,-5.326267316085875e-09,-2.9466584727799727e-10,-1.0030407615602144e-09,0.009347183480411636,0.01049736625742237,0.003975776366402228,-0.001760311603959952,-0.00021072540729905054,-0.0049319876679990715,-0.004929070039559669,0.0002957503848471932,0.00031427009837570186,-0.006401190845196969,0.005207422620243873,0.03426852277942283,0.021847088741888676,0.0,4.755638105535809e-10,-2.6391111518364596e-12,1.092903545441004e-12,5.466217478655722e-10,0.0,0.0,0.0,0.0,2.0718937676633686e-10,1.589952614011736e-10,-1.1190992577070347e-09,0.0,0.0,0.0007392426688090925,0.0013713202037044514,1.1102230246251565e-16,0.0006138550495095041,0.0,0.0006292441396377191,0.014779310200872198,-0.001911472016753346,-0.004777066602167479,0.0,5.390343726929814e-11,0.0,1.2250097602972687e-09,2.53004850403471e-09,0.0150849418967679,0.01566054149319085,0.0006851152373366087,0.002510417365785722
Pembentukan Tim Tanggap Insiden Siber Organisasi,gci22_Scsirt,-1.1723955140041653e-13,-0.00014724572477542441,0.00018392833116520624,-0.0006018342865036219,0.004759134558800615,-1.2006261444486022e-05,-0.0008133260411883336,-0.001965428025297311,0.002007535224921697,0.0,0.00799597886477832,-0.0026391226207110874,-3.0462931066566057e-09,5.50190482062618e-09,0.0,-3.80841991276526e-09,-2.754487749001555e-10,-6.384859307928537e-11,-0.0029737175772579505,0.016385581655051107,-0.004969720458002258,-0.011007014480580168,-6.535322528922194e-05,0.004192189517799538,-0.0019699285456982185,-0.0019440836144947182,-0.005583841954921009,-0.004267460563464498,-0.006921032547272388,0.01460767887994252,0.019512285364892912,0.0,2.244232577552907e-10,-1.4590550989623807e-12,5.736522368238184e-13,3.6102487666056504e-10,0.0,0.0,0.0,0.0,1.2768619495062694e-10,2.768707485500954e-10,-1.2425581674690989e-09,0.0,0.0,-0.0015206662705788965,0.001037232386969178,0.00011665573059060907,-0.0008062713522708487,0.0,-0.00032400060088477733,0.022471404422404362,-0.0014488856850509713,-0.0031991983367212207,0.0,-8.991374311762002e-11,0.0,1.3032017687208963e-09,2.6719200185709724e-09,0.0025712969142221986,0.013134647703966773,0.00982022492179091,0.002649093455689311
"Pembentukan Tim Tanggap Insiden Siber Organisasi Sektor
ESDA",gci22_Scsirt,5.129230373768223e-14,-0.0005153600367130418,0.00020343515369114495,0.011590479896105288,-0.0029976657795575123,2.401252288886102e-05,4.451917637637859e-05,-0.0005448690288204494,-0.0016575381709468262,0.0,-0.004657537865609407,-0.0033588833354509795,2.1282325901594845e-09,-3.0328525246758886e-09,0.0,-7.3960610968981655e-09,-2.5623081434389405e-10,-3.460185471482191e-10,0.011735254710771081,0.008845556754160433,0.003379409911441922,-0.005435661091899413,-0.00021072540729927258,0.004100782605765962,-0.0020922627415882467,-0.0007393759621179274,-0.0044962410382194395,-0.001066865140866291,0.006249222879408656,0.0026137060445893256,0.00033354333957136273,0.0,6.144951214537286e-11,9.654499422140361e-13,1.7885692926711272e-13,4.106018858252014e-10,0.0,0.0,0.0,0.0,3.252392799524273e-10,5.4828364071113356e-12,5.177336337425231e-11,0.0,0.0,-0.0016154320645638265,-0.0018494838379479184,1.1102230246251565e-16,-0.0005386873740044207,-5.488535405939743e-06,-0.0006020352784140703,0.011687000180681029,-0.002007628345297552,0.0009098382268803995,0.0,6.2624350150031205e-12,0.0,5.212803522169907e-10,3.5467939696331996e-10,-0.005828273005568985,0.006062145094138716,0.010281629470569875,0.0017866969064904703
"Benchmark Kebijakan Tata Kelola Keamanan Siber dan
Sandi",gci23_Fciip,-2.531308496145357e-14,-0.0011411543670063473,9.392343417180538e-05,0.0015676138465584577,0.004400417762355335,1.80093921665625e-05,2.3743560733979763e-05,-0.0010409222827924003,-2.5576312948860647e-05,0.0,-0.0025011337178896254,0.011276251197583909,-2.9628337561149465e-09,7.970958337821799e-10,0.0,-2.9529048095611188e-09,2.5623059229928913e-11,8.032519094314239e-11,0.009077179463671814,0.008728344412684663,-0.0005963664549599734,-0.007759375409296276,-0.00034876472359346433,-0.0004928532018542153,-0.002654184937834425,-9.564370920001064e-05,0.0008163466519620632,-0.005808487989160227,0.012846477820590563,-0.0029622001838670586,0.011173701875622388,0.0,4.702206402029674e-10,1.3946621635341216e-12,8.488765246283947e-13,2.6441226985696176e-10,0.0,0.0,0.0,0.0,4.0353753671951154e-10,1.7544310448869282e-10,-2.636454499160834e-09,0.0,0.0,0.0021170201585772874,0.0021391553562334353,-0.00011665573059060907,-0.010256698314962343,0.0,-0.0023870672215881017,0.023281965091665024,-0.0021941623642364183,-0.003262576990499255,0.0,-5.613987053010305e-11,0.0,6.038171074251864e-10,2.9556640468442197e-09,0.014184766107132929,0.008419645964081401,0.007649349264738481,0.003773522009332453
"Asistensi Penyusunan Peta Jalan Pelindungan Infrastruktur
Informasi Vital Sektor Pertahanan",gci23_Fciip,-1.4299672557172016e-13,-2.220446049250313e-16,0.00014975235368375195,0.012150772198269655,-0.0005770458260795364,6.0031307221875e-06,2.9679450917585726e-05,7.390809073359872e-05,-0.001727438305924256,0.0,0.0025290071769682454,-0.0005998005956158181,1.6692016657771092e-09,4.121568419890309e-09,0.0,-7.727227746556764e-10,-5.252742685257772e-10,-8.382700089626383e-10,0.0061567144223581005,-0.0006863256808783413,-0.0043733540030420626,-0.0079120186771372,-0.0011519805745339173,0.012193247976259869,-0.004923868792555242,-0.004436255772707343,-0.002692528912602632,0.001659567996903033,-0.0014578027920322256,0.003310694323146013,0.005169921763347962,0.0,3.3663505316638975e-10,-3.5617064852999647e-12,7.066569551739121e-13,-1.2584977504559447e-10,0.0,0.0,0.0,0.0,2.4934987408187226e-10,1.82753812083547e-12,-1.2624713496833806e-09,0.0,0.0,-0.006432932357985366,-0.002230577972289871,0.0009332458447253167,-0.0019714604776807088,-8.23280310868757e-06,-0.0008929793375740402,0.031375749996500724,-0.0007483561464275423,-0.00039795576201118177,0.0,-1.565692020477627e-11,0.0,-3.388326286213328e-10,4.752707449817706e-09,0.0022284573256590168,0.00959839639905291,0.005894806799921826,0.006709799097813773
"Automatic Adjustment Penyusunan Peta Jalan Pelindungan
IIV Sektor Pertahanan",gci23_Fciip,-9.681144774731365e-14,-0.00014724572477475828,-9.33321827523148e-06,0.012850184446191903,0.004115736019995486,1.80093921665625e-05,2.3743560733757718e-05,-0.0001729084973511874,0.001983225396929078,0.0,0.00029338900147601876,-0.009476849410735677,-1.5022819654930686e-09,-1.8469292761835732e-09,0.0,-6.844115829629516e-09,-1.2555345652032202e-09,5.293252502980295e-10,-0.011090705599974715,0.010633207178792459,-0.0029818322748011994,-0.003874752775018586,-0.000494600345894769,-0.0006480456732207429,-0.007765658902725292,-0.003918692599224838,-0.0034720327836045284,-0.007230974843648541,0.014003552077157866,-0.002787953114227859,0.0010006300187124229,0.0,2.2709523150865607e-10,-1.5234480343906398e-12,5.857536677922326e-13,-1.2713163854982668e-12,0.0,0.0,0.0,0.0,4.3003878236191895e-10,-5.848022066601288e-11,-1.3859302594454448e-09,0.0,0.0,0.00014486393225565664,-0.0053915620453750535,0.0005832786529534895,-0.00220890732934087,-2.744267702858849e-06,0.0001496979291257805,0.010964934979543872,-0.00045576438141603504,-0.008978285818251552,0.0,1.0288769836108713e-11,0.0,1.4769621081711648e-09,-7.448274219612472e-09,0.006633317364014291,0.005893752174857103,-0.007138240572542753,-0.001389807981613922
"Asistensi Penyusunan Manajemen Keamanan Informasi
SPBE",gci23_Fciip,-1.9384494009955233e-13,-0.0012515886605881654,0.00015145892824441898,0.010659348990577633,0.0017458596180094377,1.2006261444375e-05,-0.00018442128213469466,-0.002480999854703625,0.001140148373033556,0.0,0.0002792423650306297,0.010556490482845238,-3.4635943002570002e-09,3.480003618605565e-09,0.0,-6.706129762612534e-09,-9.032157244348582e-10,-4.263440711582689e-10,0.004349817231853126,0.008296830088229568,0.003379409911441811,-0.0048752465963215474,-0.0005736972560882458,0.004338319132825008,-0.002874475058552761,0.005693194908308885,0.0004755266724605356,-0.001896649139317197,0.003355920089899378,0.0202126600781537,0.0213467737325318,0.0,4.007560949759181e-11,2.1316282072803006e-14,-4.1877612488860905e-13,6.076404934773905e-10,0.0,0.0,0.0,0.0,2.6260049690307596e-10,4.47751835608301e-11,-1.1629069929242064e-09,0.0,0.0,0.0016784341922633228,0.0020318622245271145,0.00023331146118132917,-0.0017873079989814133,-0.003113318318217928,0.0011964281048224557,0.012590126647521571,-0.003667280395891037,-0.0050301758741763125,0.0,-2.751054939409414e-11,0.0,6.255370665897431e-10,3.3812793676091246e-09,0.007842233718719616,0.014481791058219562,0.007300578537557723,0.005069026417866662
"Asistensi Penerapan Kendali Keamanan Pelindungan IIV
Sektor Administrasi Pemerintahan",gci23_Fciip,-2.1405099914773018e-13,-0.00011043429358148504,-9.759861914648837e-06,0.0018124707094759884,-0.0010760263805654757,1.80093921665625e-05,-0.0011127343520342947,-0.0010461783872043329,0.0012627209158565522,0.0,-0.006800215190695291,-0.001439521429478674,-6.968918331295981e-09,-1.7108400252041633e-09,0.0,-2.759724448964107e-09,-3.395060899080704e-10,-1.213123046461817e-09,-0.0008953439688784703,0.00776426345914405,-0.004770931639682341,-0.003883922597941236,-1.8344249429480541e-06,-0.0022193944505992658,0.002004738084894986,-0.002957503848471932,-0.00737074518144587,-0.003556217136220452,0.0035637635078359375,0.009892248916310797,0.005614905000493886,0.0,-1.1087564200096267e-10,-2.081335104264781e-12,3.5837999234900053e-13,1.1822287593332703e-10,0.0,0.0,0.0,0.0,-5.541156422594895e-11,7.310041461039418e-12,-1.9634016634739737e-09,0.0,0.0,-0.0001612505199238834,0.0010359546753669902,0.0003499671917721603,0.0004565599990141722,-2.744267702858849e-06,-0.0014637528457681626,0.00269030422319283,-0.0012795292037616202,-0.012393935530171984,0.0,9.0584650891401e-11,0.0,5.560327753784122e-10,3.5231512152122946e-09,0.010456607451168276,0.010608753914742475,-0.0056792029497865215,0.0011962851089623028
