alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
0.022727396620110817,8.093733870148043e-08,3.0041659481722013e-09,60,-0.0071262387558017615,-0.0074913387739213855,0.9893106418694195,0.9906358265325983
0.02290769750795606,5.465216674571545e-06,2.8876963990895963e-09,nan,0.004481338188473738,0.0028643141743769363,0.9932779927196853,0.9964196072820288
0.03721419386206486,8.397497321824782e-05,5.188000364409092e-09,nan,0.005548928368115824,0.019837776812511976,0.9916766074478263,0.97520277898436
0.03799793387869191,1.3344060127869509e-05,3.544031231269424e-08,nan,0.0010655534643446707,-0.0008954067329394189,0.9984016698039737,0.9988807415838257
0.03636205846053579,1.08082357444303e-07,7.529861478696467e-08,nan,0.0021596595935242657,0.021481049161343524,0.9967605106110822,0.9731486885483206
0.03554641826351376,5.2942763074503734e-08,7.858696617902707e-08,nan,-0.010330971274531198,0.012370739461893154,0.9845035430882032,0.9845365756726335
0.04018630351521903,2.311658203767928e-05,1.4692827216034373e-08,nan,-0.005049327121730229,-0.013648957518755833,0.9924260093138199,0.9829388031015552
0.03946636562771878,1.2672955023732072e-05,8.545846261697277e-08,nan,0.003513557209159357,0.007227378241984939,0.9947296641889987,0.9909657771975189
0.03561925238390356,1.83909821783317e-07,7.534951583882803e-08,nan,-0.009689561272858804,0.00877778382093175,0.9854656580974368,0.9890277702238353
0.04275284167100337,6.966971234734203e-05,1.8042692403863217e-08,nan,-0.003341200982682313,-0.005508668856112453,0.9949881985198669,0.9931141639298594
0.04506511449972265,1.7133922212254434e-05,1.7388706784477678e-08,nan,0.004767377241043369,0.002699375006659177,0.9928489341361634,0.996625781241676
0.017962920501865313,0.006183797194017864,2.4272195518422466,nan,-0.008596638040670901,0.0008613446452611084,0.9871050429503236,0.9989233191934236
0.022960852728072374,5.143841773641597e-06,2.1282402065680996e-09,nan,-0.014598078763336964,-0.010239959627249884,0.9781028818628628,0.9872000504659376
0.03410468155109841,1.8083741526512148e-08,1.537588595900729e-08,nan,0.0030656140141762656,0.041426424902979764,0.9954015789787356,0.9482169688712753
0.03254099656285906,0.0019178003066678455,4.869051615576121,nan,-0.0006034869369984097,0.0015746304972572567,0.9990947695945024,0.9980317118784284
0.040889424865052454,0.001944657398000035,6.30478113534932,nan,0.002421968542605346,-0.008441515920397769,0.9963670471849717,0.9894481050995028
0.043726652859969885,0.00018185358973032097,3.9766196099529524e-09,nan,-0.00317596249320351,0.000975217058834188,0.9952360562593195,0.9987809786764572
0.021165963237540327,1.6305042061202021e-06,1.7058497695905074e-09,nan,0.009023706319521207,0.0038712192209547913,0.9864644405275446,0.9951609759738065
0.04067590234654877,0.0004383671853751304,3.75743399431429e-09,nan,0.0063467959277518915,-0.0074375886089321774,0.9904798061056921,0.9907030142388348
0.03460957907933529,1.155093477120629e-05,1.7877548199304706e-08,nan,-0.014101178233541733,0.012613205751007106,0.978848232653246,0.9842334928112411
0.03960509453470454,0.00016821139736561787,3.469810941027454e-09,nan,0.004226333674126392,0.005087115579521573,0.9936604994879745,0.993641105525598
0.04370792118716149,0.0001316012632357992,4.065503374688665e-09,nan,-0.004130204645159896,-0.01548371083769795,0.9938046930313355,0.9806453614528776
0.019330364237467472,2.2372040724072445e-07,2.0041871399041488e-09,nan,-0.010329951907989132,-0.011852882733750292,0.9845050721380163,0.9851838965828121
0.03755016455117329,6.918970711626159e-05,1.3105509062861732e-08,nan,0.011264128068017243,0.014417499434925207,0.983103807903207,0.9819781257063435
0.036401006930516844,2.0111336093071147e-05,1.2312956304926676e-08,nan,6.383007533283802e-05,0.0057972447672027805,0.9999042548870007,0.9927534440409965
0.03446465455748593,0.0006417228667673962,14.767862452057464,nan,0.004882500601885997,0.010351764344555092,0.9926762491000695,0.9870602945693061
0.019611058637470157,1.8607235910966498e-06,1.993864650326326e-09,nan,0.010905600594414255,0.01821887808176459,0.9836415991083787,0.9772264023977942
0.03668565082355107,6.965232806112607e-06,5.062497968231946e-09,nan,0.0005765616100654736,-0.0027380161320994523,0.9991351575849018,0.9965774798348757
0.04299414201676292,0.00016800695459513753,5.478945345593362e-09,nan,0.0014375671118583844,-0.008757308954234544,0.9978436493311734,0.9890533638072068
0.03967938133347749,0.0023098779612129258,5.653487949179888,nan,0.0042620708952872954,0.006060476541558946,0.9936068936550232,0.9924244043230513
0.03074847596589616,0.0004542944194455876,12.42350139871839,nan,0.0019238387912536847,0.016561028326631644,0.9971142418139577,0.9792987145917105
0.04162993344191214,6.122403105194702e-06,4.604287328260393e-08,nan,0.00409712310977306,-0.003796351922743968,0.9938543153418123,0.9952545600965701
0.041379048377132,2.0287265963230576e-06,4.453468499936542e-08,nan,0.0032040846194969497,0.00432008366363601,0.9951938730707546,0.994599895420455
0.03382200687181975,2.4330558281382734e-07,5.8220083764691344e-08,nan,-0.011697278393455579,-0.005522677454052105,0.9824540824098167,0.9930966531824349
0.03979823733032635,1.1382135184315646e-06,5.4430835622007246e-08,nan,0.008959326657899003,-0.007623171127563277,0.9865610100260993,0.9904710360905459
0.042073618359049283,6.7704804879722006e-06,2.0305044239027622e-08,nan,-0.0002499644368608722,0.003990600336276073,0.9996250533442346,0.9950117495796549
0.039751385629273425,5.7404623164386864e-06,1.7340859190933165e-08,nan,0.0016165862296093625,-0.005190281499776295,0.9975751206483857,0.9935121481252797
0.04003446110238431,2.119425317089032e-05,4.327291481238409e-08,nan,0.019850225274966826,0.020234101307285757,0.9702246621394074,0.9747073733658929
0.040490011401981274,3.3915408276601318e-06,4.399230524509333e-08,nan,-0.004107308933849363,-0.008659415002778226,0.993839036599226,0.9891757312465272
0.04161287435675246,3.733916321323028e-06,4.638803503168369e-08,nan,0.006505245545596172,0.02183498919463278,0.9902421316918816,0.972706263506709
0.0408163051523873,6.19780834185243e-05,5.324919180412785e-09,nan,0.0023951019358071646,0.0039352694546435085,0.9964073470949917,0.9950809131816956
0.03686382426471153,3.99905542783768e-05,5.093738475855616e-09,nan,0.01106092782932211,0.023623352643309947,0.9834086082560168,0.9704708091958626
0.01997651309371908,4.372694169150824e-07,2.309190622181804e-09,nan,-0.008550710156471686,-0.01843410394584022,0.9871739347768443,0.9769573700676997
